Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,MIDDLE,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
cfefdae2-fab0-453c-9cff-c73d2ef23607,1996-10-24,,999-56-7375,S99972916,X2004680X,Mrs.,Alma679,Yer774,Auer97,,Weissnat378,M,native,nonhispanic,F,Adams  Massachusetts  US,694 Reichel Crossing,Boston,Massachusetts,Suffolk County,25017,02467,42.3551559055151,-71.09588877758841,119937.14,985085.25,45080
f77bfbb2-e3f6-d8b1-9ff0-dd66ca156f1b,1980-03-30,,999-79-9926,S99910902,X31472485X,Ms.,Demetrice140,Jenice416,Monahan736,,,S,white,nonhispanic,F,West Springfield  Massachusetts  US,790 Doyle Mews,Blackstone,Massachusetts,Worcester County,,00000,42.036689710806364,-71.58105418481402,280644.58,79221.28,54583
d6bc05f8-5d4e-8b85-68f9-41a1ea3c8006,1982-09-11,,999-32-7148,S99919137,X52887958X,Ms.,Hulda44,Jenee387,West559,,,S,native,nonhispanic,F,Brockton  Massachusetts  US,920 Legros Ville,Medford,Massachusetts,Middlesex County,25017,02145,42.40521340482354,-71.11179964031712,1126723.96,561536.16,59377
55cf3c1a-1f0a-24fd-eb61-388ba93934a3,2021-01-15,,999-13-2153,,,,Caleb651,Haywood675,Turcotte120,,,,white,nonhispanic,M,Boston  Massachusetts  US,674 Herman Brook,Quincy,Massachusetts,Norfolk County,25021,02171,42.29829854975427,-70.98272459791256,12044.01,0.00,115213
38b584ed-0d5d-e89d-24b8-1cc9059faf69,2011-11-20,,999-24-5450,,,,Kerstin790,Garnett735,Lockman863,,,,white,nonhispanic,F,Holyoke  Massachusetts  US,228 Moen Club,Fall River,Massachusetts,Bristol County,25005,02747,41.67756919304795,-71.027148938087,47257.80,117395.82,38169
52bf278c-df6c-fcb5-be44-5c7d84c60877,2018-05-12,,999-11-4055,,,,Kenia28,Catheryn300,Conroy74,,,,white,nonhispanic,F,Brookline  Massachusetts  US,677 Weissnat Track,Boston,Massachusetts,Suffolk County,25025,02210,42.238132026450955,-71.03771844338716,30491.25,4373.22,72781
0e20e9cb-172c-00b9-2004-f8e64b31c1bb,1976-08-16,,999-31-1909,S99913370,X56283006X,Ms.,Karole140,Lucrecia714,Homenick806,,,S,white,nonhispanic,F,Chelmsford  Massachusetts  US,109 Dooley Ranch,Monson,Massachusetts,Hampden County,,00000,42.102055749882105,-72.30705917019091,142209.91,482691.52,33584
97ed9e8e-34c2-52fb-cdf3-9beffefda05d,2012-10-09,,999-31-5109,,,,Marlys304,Vallie201,Lockman863,,,,white,nonhispanic,F,Dudley  Massachusetts  US,563 Bogan Union,Townsend,Massachusetts,Middlesex County,25017,01469,42.62172239200684,-71.70516878902109,33486.24,66506.67,96719
b81c7a7a-61d9-d804-0fb0-da5cd4e704c1,1999-05-31,,999-88-3181,S99993608,X81418685X,Ms.,Brittany443,Adriene242,Runolfsdottir785,,,,white,nonhispanic,F,Quincy  Massachusetts  US,866 Predovic Rue,Pittsfield,Massachusetts,Berkshire County,25003,01201,42.469704180628746,-73.29887140911751,102004.08,480033.79,91000
a4f34bfb-4242-8cda-1776-55ec93dc9e01,1967-05-29,,999-14-2591,S99993078,X7520008X,Mr.,Terrence276,Van763,Senger904,,,M,white,nonhispanic,M,Haverhill  Massachusetts  US,608 Collins Station,Worcester,Massachusetts,Worcester County,25027,01610,42.293583970913005,-71.76404831424578,147200.96,0.00,91537
f3bfd752-fbb0-6512-35f0-a6a5cc3d6737,2023-09-09,,999-17-1308,,,,Ozzie259,Jody426,Emard19,,,,white,hispanic,M,Boston  Massachusetts  US,777 Bayer Terrace,Belchertown,Massachusetts,Hampshire County,25015,01007,42.29203160222532,-72.43161319243777,8286.63,342.60,133580
7e0fb0ef-3ba2-cb53-5595-a5756edc682b,2011-12-17,,999-48-6192,,,,Jordan900,Chase54,Lowe577,,,,black,nonhispanic,M,Hull  Massachusetts  US,498 Batz Branch,Wellesley,Massachusetts,Norfolk County,25021,02482,42.33063527270919,-71.27107965730868,34612.67,4622.16,131808
8f40833d-b5e7-0c7c-8879-ea281ac0a110,1969-10-19,,999-18-1302,S99922041,X59649493X,Mr.,Brad867,Arlen68,Mohr916,,,M,white,nonhispanic,M,Mansfield  Massachusetts  US,986 Kulas Ramp,Norwell,Massachusetts,Plymouth County,,00000,42.19692157084415,-70.7899525843942,249758.87,152040.84,92613
5e54ca67-a82e-f0ef-c184-9c3c6abf53c2,1986-10-29,,999-57-5273,S99982005,X3722814X,Mrs.,Delana41,Fred155,Mayert710,,Hahn503,M,white,nonhispanic,F,Norwood  Massachusetts  US,583 Ullrich Grove Apt 32,Springfield,Massachusetts,Hampden County,25013,01105,42.10919456806982,-72.49402757237465,336628.09,444545.46,93331
082db70a-435b-ff89-9b43-e8a4279908d8,2022-05-14,,999-46-5662,,,,Jeffrey461,Jody426,Leuschke194,,,,black,nonhispanic,M,Quincy  Massachusetts  US,198 Lind Parade,Taunton,Massachusetts,Bristol County,25005,02767,41.8854998433692,-71.1099588687429,5535.17,7648.40,99571
3f75fef6-1434-8ef0-3dc4-2b8d812e6ca6,1948-03-31,2005-05-31,999-12-2096,S99947936,X45362095X,Mrs.,Megan108,Lyndia317,Heaney114,,Brown30,M,white,nonhispanic,F,Newton  Massachusetts  US,1082 Russel Pathway,Grafton,Massachusetts,Worcester County,,00000,42.23348240382009,-71.69172329778132,671703.54,33634.76,109301
22bfca19-8b2f-8751-0eaa-3325267d1869,1974-11-18,,999-68-2769,S99943404,X67906511X,Mrs.,Aliza77,Melba931,Tromp100,,Reynolds644,M,white,nonhispanic,F,Winchester  Massachusetts  US,950 Erdman Promenade Apt 87,Worcester,Massachusetts,Worcester County,25027,01603,42.33583505317493,-71.74377451945844,234420.97,641964.37,29105
a9deb77f-e553-6915-c1c1-fac3622a405e,1922-11-29,2014-05-19,999-37-7056,S99939101,X66092155X,Mrs.,Audra143,Renda520,Streich926,,Aufderhar910,M,black,hispanic,F,Belchertown  Massachusetts  US,613 Corkery Pathway,Boston,Massachusetts,Suffolk County,25025,02120,42.256163661480294,-71.0712220370198,941246.34,590680.90,116659
b770ed3c-593f-a7ee-5401-5de99e8d2b34,1990-02-04,,999-75-5632,S99954453,X45033209X,Mr.,Dallas143,Henry768,Schiller186,,,M,white,nonhispanic,M,Taunton  Massachusetts  US,720 Hessel Estate Apt 70,Marshfield,Massachusetts,Plymouth County,25023,02050,42.09686406661228,-70.722348541419,248074.93,110596.33,77094
ac8ebed8-1096-4475-0b12-2647b1f0684f,1965-06-30,,999-31-1824,S99929193,X66105894X,Mr.,Alberto639,Ramiro608,Sarabia507,,,M,white,hispanic,M,Gaudalajara  Jalisco  MX,760 Heidenreich Annex Suite 31,Danvers,Massachusetts,Essex County,25009,01937,42.63103035663258,-70.9429798311275,14277.99,882237.62,23166
ebbb9222-6043-96e1-e7d6-cede71a8d389,1967-12-04,,999-41-4183,S99989393,X43287592X,Mrs.,Sheryl275,,Ledner144,,Emmerich580,M,white,nonhispanic,F,Lynn  Massachusetts  US,333 Kessler Trail Unit 50,Barre,Massachusetts,Worcester County,25027,01005,42.45598591652615,-72.12973631010294,141586.70,964430.21,24264
e019da65-8ad7-095f-bd75-f1c913979ea4,2016-11-10,,999-84-8142,,,,Seth414,Sung603,Bartell116,,,,white,nonhispanic,M,Uxbridge  Massachusetts  US,948 Bechtelar Overpass,Brockton,Massachusetts,Plymouth County,25023,02302,42.07059399797514,-70.98061904842177,1300.00,31357.89,18074
7256eafd-eda0-2c96-d376-63d6b1270f69,1948-03-31,,999-79-9325,S99975065,X26415477X,Mrs.,Desire394,Carylon722,Bernier607,,Fadel536,D,white,nonhispanic,F,Natick  Massachusetts  US,972 Stokes Grove,Grafton,Massachusetts,Worcester County,,00000,42.17127325505874,-71.72279787260271,1075050.91,287683.73,109301
caf0df37-c49a-7f25-0a3a-3ca06e403ee0,2000-07-16,,999-87-1538,S99919706,X61611753X,Mr.,Marshall526,,Schmeler639,,,,white,nonhispanic,M,Somerville  Massachusetts  US,247 Schoen Lane Apt 81,Sharon,Massachusetts,Norfolk County,25021,02067,42.153013021136196,-71.16374057885747,49023.60,0.00,162853
7f6573cb-be12-0b7d-5520-c870af7e96cb,1999-05-28,,999-18-1920,S99988431,X29238848X,Mr.,Cortez851,Steve819,Morar593,,,,asian,nonhispanic,M,Acushnet Center  Massachusetts  US,736 Klocko Avenue,Lowell,Massachusetts,Middlesex County,25017,01854,42.59493338457189,-71.32880921803171,96730.35,620554.66,33937
79a5c99f-430a-8731-7528-2fdd4b745e36,1922-11-29,2007-09-21,999-25-4879,S99969171,X29284236X,Mrs.,Imelda608,Lara964,Jakubowski832,,Erdman779,M,black,hispanic,F,Hubbardston  Massachusetts  US,813 Hirthe Mews Apt 63,Boston,Massachusetts,Suffolk County,25025,02126,42.30487437240388,-71.12998115879334,1258853.18,775189.48,116659
ee2e8fef-4eb4-950e-d59d-2fb6dde7ee39,2014-12-06,,999-81-9350,,,,Amie520,Lynell252,Price929,,,,black,nonhispanic,F,Needham  Massachusetts  US,835 Jast Row,Avon,Massachusetts,Norfolk County,,00000,42.096837618889055,-71.07265483843666,6841.51,12875.46,57730
e5c7553a-1f84-6699-f81c-7bc086ea0d09,1989-05-30,,999-54-7398,S99931751,X66234912X,Mr.,Gordon377,Noble66,Hills818,,,D,white,nonhispanic,M,Wrentham  Massachusetts  US,991 Erdman Camp Apt 11,North Seekonk,Massachusetts,Bristol County,,00000,41.86052354808424,-71.33183960882904,69941.84,32818.49,60516
8a390714-9d1f-d19e-1cbb-bda11ad88e0d,1918-12-10,1991-02-20,999-16-7361,S99964742,X58060745X,Mr.,Esteban536,Williams176,Botsford977,,,M,asian,nonhispanic,M,Boston  Massachusetts  US,561 Price Forge,Pepperell,Massachusetts,Middlesex County,25017,01463,42.62388415322832,-71.61822870308626,301805.99,187094.39,38966
3c842300-e7c9-31b3-a0a5-4d07c8060215,1922-11-29,,999-39-4016,S99971392,X42467086X,Mrs.,Leora789,Jeane173,Raynor401,,Balistreri607,D,black,hispanic,F,Methuen  Massachusetts  US,644 Watsica Overpass,Boston,Massachusetts,Suffolk County,25025,02126,42.35504501942295,-71.10308169229042,1573192.05,507069.61,116659
ddd17ad2-090a-86d4-0810-e73758d4ac09,1953-06-04,,999-31-6246,S99925346,X25230143X,Mr.,Terrell212,Tyron580,Abbott774,,,S,white,nonhispanic,M,Weymouth  Massachusetts  US,802 Schaden Road Apt 19,Boston,Massachusetts,Suffolk County,25025,02122,42.34810696663394,-71.08452923482865,26778.25,745766.02,13817
658f4096-a603-830d-3f3c-61d6fc575f13,1918-12-10,2004-07-05,999-60-4604,S99963728,X72603068X,Mr.,Elbert916,Xavier983,Shanahan202,,,M,asian,nonhispanic,M,Falmouth  Massachusetts  US,958 Price Dale,Pepperell,Massachusetts,Middlesex County,25017,01463,42.7172042753243,-71.59113313695855,273064.56,663127.69,38966
97a8af5e-4ce6-3385-553b-8abc1e88d682,1918-12-10,1986-04-23,999-40-7937,S99957623,X26087135X,Mr.,Jaime666,Roberto515,Stracke611,,,W,asian,nonhispanic,M,Lowell  Massachusetts  US,704 Yundt Course Apt 77,Pepperell,Massachusetts,Middlesex County,25017,01463,42.70218682128319,-71.58453229212111,442590.12,1810798.77,38966
687a8889-c453-33fb-beaa-b3a66b740ef4,1918-12-10,1985-09-19,999-95-1067,S99999813,X71357488X,Mr.,Deangelo7,Fritz267,Lemke654,,,M,asian,nonhispanic,M,Boston  Massachusetts  US,751 Ondricka Station,Pepperell,Massachusetts,Middlesex County,25017,01463,42.622652967782855,-71.64733528916896,161212.18,455868.22,38966
276d7956-429b-b33e-e530-0d376b4a4435,1918-12-10,2006-07-29,999-54-4570,S99962132,X14809704X,Mr.,Edgar153,Robbie31,Feest103,,,M,asian,nonhispanic,M,Lawrence  Massachusetts  US,446 Breitenberg Boulevard Suite 72,Pepperell,Massachusetts,Middlesex County,25017,01463,42.66164096998477,-71.56004963518764,468399.90,690039.89,38966
459d8a62-72a6-f011-c5f9-240f4353c175,1918-12-10,1990-12-12,999-41-4488,S99952006,X76841070X,Mr.,Sammy219,Clint766,Streich926,,,M,asian,nonhispanic,M,Methuen  Massachusetts  US,445 Stoltenberg Harbor,Pepperell,Massachusetts,Middlesex County,25017,01463,42.71419338382885,-71.5752311253831,187870.00,3028256.18,38966
56d2c3d2-8082-283a-6df6-72dc6f26cfc6,1918-12-10,2005-07-05,999-29-9973,S99982308,X22465675X,Mr.,Devin82,Wilfred787,Jakubowski832,,,D,asian,nonhispanic,M,Pittsfield  Massachusetts  US,967 Purdy Well,Pepperell,Massachusetts,Middlesex County,25017,01463,42.64282429218194,-71.5890556819242,444108.92,207635.72,38966
d0aa1dcd-b7f7-f40f-5f8b-0f970d3b1c70,1918-12-10,2019-05-15,999-67-9791,S99941376,X21362824X,Mr.,Burton124,,Hamill307,,,M,asian,nonhispanic,M,Fall River  Massachusetts  US,745 Yundt Lodge Apt 98,Pepperell,Massachusetts,Middlesex County,25017,01463,42.69782442176216,-71.60235481830907,266902.05,740255.39,38966
de1aab3d-0853-ce35-0b15-22ddc1700881,1918-12-10,,999-18-6368,S99949326,X58659193X,Mr.,Cedrick207,Dino214,Hahn503,,,D,asian,nonhispanic,M,Pepperell  Massachusetts  US,1092 Tromp Manor,Pepperell,Massachusetts,Middlesex County,25017,01463,42.66583807258725,-71.57240309259838,299997.00,250305.12,38966
